n,d_first,d_last,d_mean,d_centroid,tour_len,hop,Rg2,E_excursion,E_tour,E_hover,M,Emax,K,seed,uniform_w
2,453.8401291696521,212.9800233295434,333.41007624959775,325.37311101615984,281.41084000980084,281.41084000980084,19798.015218755427,5001.151143743966,2110.581300073506,44.42434954904259,50,50000,6,9944578,0
7,246.31878858476284,269.0755443634847,316.6113656955946,299.26419796093444,509.81875918091737,84.96979319681957,13142.396842435972,3865.457497111857,3823.6406938568803,169.8159983300261,50,50000,6,9944578,0
6,155.49351903369484,187.75220517590407,283.11672767640454,277.37575273626646,637.6292266804477,127.52584533608953,11296.72145909496,2574.342931571992,4782.219200103357,150.36737694273256,50,50000,6,9925823,0
4,428.2893935100412,156.67658528882106,266.50337561008405,243.53860773509325,507.20521690621615,169.06840563540538,22684.54782029101,4387.244840991467,3804.039126796621,126.85162267627597,50,50000,6,9925823,0
6,216.58072850446078,235.51344619594548,309.946149844489,289.7571810905742,591.3174351720533,118.26348703441064,15821.767011155614,3390.706310253047,4434.880763790399,236.77536272379328,50,50000,6,9925823,0
6,442.1821863485865,227.47032409291285,361.29246769214836,360.35975167133927,402.542898883185,80.50857977663699,13113.620907036677,5022.393828311245,3019.0717416238876,198.40870799688997,50,50000,6,9925823,0
3,459.60054587226546,168.10777912304764,365.5232597438876,362.21332809942476,431.1253115074145,215.56265575370725,21909.488425936008,4707.812437464848,3233.439836305609,99.66301808308584,50,50000,6,9925823,0
3,463.5085106216659,224.9617254670912,354.7648446938154,353.5719507088243,270.7451377210091,135.37256886050454,10550.815773804534,5163.526770665679,2030.5885329075682,57.40190774480077,50,50000,6,9925823,0
5,239.91582201522604,169.39632511828748,308.21940020351747,302.4415527160461,609.1782407426854,152.29456018567134,14848.669997874593,3069.8411035013514,4568.83680557014,120.15763312832841,50,50000,6,3820097,0
5,213.58022561698797,162.47980185386686,227.79531801668932,208.70066452606977,567.7267105203744,141.9316776300936,16428.076956380475,2820.450206031411,4257.950328902808,138.0489051682902,50,50000,6,3820097,0
4,464.9263650490422,67.78415834045411,304.07981621335324,293.3864930852356,506.9520155160804,168.9840051720268,34679.25566336628,3995.3289254212223,3802.1401163706028,103.70381466152716,50,50000,6,3820097,0
3,477.40211434024565,334.4190581827438,395.7177279108176,394.5410666040322,193.16366904545202,96.58183452272601,4545.014726589615,6088.658793922421,1448.7275178408902,88.93085154200351,50,50000,6,3820097,0
7,259.69515113543486,101.20365172999608,274.6140384164764,245.1140431551749,713.7051407397025,118.95085678995042,23305.603988870593,2706.741021490732,5352.788555547769,237.76922365232855,50,50000,6,3820097,0
5,332.8296617609968,80.38001333038373,201.05703312053478,168.17806928198402,505.98688087927377,126.49672021981844,18796.535574925347,3099.0725631853543,3794.9016065945534,121.58793373902603,50,50000,6,3820097,0
5,133.70431831584054,187.61292556156778,272.98550337645577,265.9873846271023,760.6277279085444,190.1569319771361,17942.07302930189,2409.8793290805625,5704.707959314083,164.76033291748564,50,50000,6,9535879,0
6,375.23429866576856,68.08890671666794,319.3755463821752,311.77270852948766,611.0634550216757,122.21269100433514,18917.615228923252,3324.924040368274,4582.975912662568,104.00762213160175,50,50000,6,9535879,0
6,297.07843398842664,182.30691643187558,347.14178843056385,344.32448802789025,561.9689208971181,112.39378417942362,10115.121360358535,3595.3901281522662,4214.766906728386,166.3277331192266,50,50000,6,9535879,0
6,394.12950075654675,177.73376928315636,367.07982817872966,354.1587996464721,483.63815195281506,96.72763039056301,17377.49426622915,4288.974525297774,3627.286139646113,164.48736383097096,50,50000,6,9535879,0
6,164.3256976217847,144.21180827286344,315.65610822025263,313.3174817659059,778.6396076920654,155.72792153841309,24885.90192800564,2314.031294209861,5839.797057690491,151.31833907481638,50,50000,6,9535879,0
